total_energy_gev
0.103624
0.0337025
0.0896809
0.105357
0.115846
0.014915
0.107639
0.120279
0.0521257
0.0878448
0.0102928
0.154361
0.0328131
0.116744
0.0899015
0.112507
0.100373
0.115232
0.117253
0.200739
0.0867571
0.105677
0.0759898
0.115573
0.091
0.114656
0.0758911
0.110244
0.0991821
0.180008
0.106662
0.0757281
0.105945
0.173615
0.101195
0.00343288
0.127782
0.0910497
0.0908998
0.0777468
0.161823
0.0744945
0.164892
0.0729767
0.100099
0.0928553
0.114815
0.0917226
0.10661
0.111933
0.161545
0.165759
0.368424
0.101454
0.0960007
0.0932498
0.0795733
0.0939663
0.125346
0.0948227
0.0772754
0.120484
0.0867442
0.158228
0.154474
0.0829954
1.70375
0.0826806
0.140647
0.117188
0.105776
0.1032
0.0968831
0.114673
0.0952813
0.110675
0.0882935
0.0909835
0.135019
0.138205
0.148975
0.138203
0.0856098
0.112161
0.130149
0.0816772
0.154689
0.0726844
0.161622
0.118994
0.161774
0.106295
0.129531
0.0715566
0.0908869
0.126467
0.116508
0.107921
0.14773
0.102251
0.10356
0.0718122
0.104945
0.110949
0.122042
0.0797502
0.125151
0.0940154
0.0922389
0.0817412
0.229344
0.0724756
0.129091
0.116145
0.0922496
0.152277
0.0867962
0.0980501
0.162614
0.149155
0.114716
0.0797417
0.17371
0.0640884
0.0934562
0.181173
0.104496
0.0977508
0.0904198
0.125289
0.076945
0.086943
0.141098
0.155593
0.130196
0.122156
0.113607
0.104832
0.145411
0.0544834
0.089175
1.78036
0.105993
0.11138
0.117285
0.0992478
0.126383
0.0879645
0.101509
0.117206
0.0943017
0.101374
0.129071
0.128612
0.108022
0.129124
0.0987134
0.136552
0.0792114
0.0964364
0.143244
0.0842643
0.162296
0.160381
0.0993866
0.139068
0.0811344
0.131169
0.127632
0.0816117
0.104619
0.0873873
0.217138
0.114547
0.161845
0.100586
0.140343
0.117431
0.141731
0.12021
0.0915922
0.131604
0.125677
0.123281
0.115667
0.12525
0.113129
0.085913
0.204685
0.148985
0.132048
0.111494
0.11353
0.02896
0.107364
0.101174
0.0849585
0.116626
0.096114
0.0775527
0.139698
0.113759
0.0661188
0.0421599
0.0803749
0.0916244
0.101322
0.030803
0.116637
0.0952886
0.074659
0.113054
0.110561
0.172516
0.0957024
0.094638
0.113128
0.143009
0.14087
0.0891686
0.101011
0.159349
0.0848564
0.224264
0.0988827
0.0966418
0.098492
0.09169
0.00441028
0.0788978
0.134963
0.0796881
0.0942212
0.141016
0.175784
0.178502
0.116149
0.0810934
0.108774
0.168677
0.102829
0.148767
0.0969913
0.103317
0.105605
0.059004
0.141279
0.0898009
0.157874
0.0991285
0.0897199
0.150343
0.0996226
0.177761
0.239717
0.090232
0.104145
0.0739116
0.0979299
0.0961644
0.0953567
0.102659
0.134217
0.180769
0.171619
0.113084
0.102821
0.0488853
0.19274
0.0104618
0.126277
0.101833
0.103179
0.127763
0.0999492
0.131782
0.0413544
0.0563932
0.121801
0.151562
0.100243
0.0979843
0.12281
0.199726
0.0842031
0.113125
0.0930964
0.223507
0.0970891
0.0981658
0.082195
0.12819
0.153698
0.122627
0.160522
0.122258
0.0680564
0.102783
0.104392
0.0489689
0.0207967
0.16275
0.171733
0.101509
0.0969404
0.104619
0.120647
0.199472
0.100569
0.484418
0.111398
0.092636
0.115289
0.10698
0.00973016
0.113796
0.00700727
0.142605
0.0133844
0.102126
0.0815753
0.121609
0.155001
0.068527
0.128254
0.0806995
0.10361
0.114844
0.144997
0.101487
0.132427
0.124381
0.0869084
0.0800234
0.102466
0.0831568
0.115798
0.118338
0.127762
0.0937991
0.115498
0.102499
0.0330937
0.148537
0.201827
0.163124
0.172237
0.083759
0.073991
0.103721
0.140509
0.0860482
0.112191
0.110493
0.115845
0.0953599
0.0163509
0.0921884
0.0930539
0.12122
0.129365
0.0954412
0.106559
0.136101
0.107682
0.11104
0.0911845
0.0909126
0.0951636
0.168407
0.0984895
0.10399
0.181031
0.183847
0.118297
0.0868138
0.132367
0.120559
0.136849
0.13124
0.104833
0.0960336
0.109213
0.216845
0.119241
0.162039
0.225277
0.150745
0.214682
0.0738284
0.107898
0.00817723
0.0922604
0.11962
0.12948
0.133668
0.0908726
0.087074
0.122571
0.121356
0.119147
0.192034
0.100166
0.194284
0.159289
0.102102
0.131083
0.0866172
0.5385
0.0989558
0.130331
0.133122
0.197724
0.101401
2.87566
0.110346
0.0885874
0.121989
0.10152
0.0917952
0.107004
0.0525711
0.154367
0.102521
0.119845
0.102555
0.122136
0.136933
0.137339
0.09106
0.0896956
0.172776
0.0897154
0.135051
0.142738
0.125624
0.117638
0.16674
0.0816531
0.108081
0.109907
0.
